INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 401
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 402
INFO [typing_duell::user_interface] iterating over text to type, current char: t, current index: 403
INFO [typing_duell::user_interface] iterating over text to type, current char:  , current index: 404
INFO [typing_duell::user_interface] iterating over text to type, current char: d, current index: 405
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 406
INFO [typing_duell::user_interface] iterating over text to type, current char: l, current index: 407
INFO [typing_duell::user_interface] iterating over text to type, current char: o, current index: 408
INFO [typing_duell::user_interface] iterating over text to type, current char: r, current index: 409
INFO [typing_duell::user_interface] iterating over text to type, current char: e, current index: 410
